
day,trips,subscriber_type
2016-08-03,95,Customer
2016-08-04,79,Customer
2016-08-05,99,Customer
2016-08-06,151,Customer
2016-08-07,137,Customer
2016-08-08,87,Customer
2016-08-09,88,Customer
2016-08-10,62,Customer
2016-08-11,58,Customer
2016-08-12,100,Customer
2016-08-13,502,Customer
2016-08-14,580,Customer
2016-08-15,91,Customer
2016-08-16,125,Customer
2016-08-17,114,Customer
2016-08-18,153,Customer
2016-08-19,116,Customer
2016-08-20,159,Customer
2016-08-21,139,Customer
2016-08-22,76,Customer
2016-08-23,109,Customer
2016-08-24,104,Customer
2016-08-25,77,Customer
2016-08-26,98,Customer
2016-08-27,140,Customer
2016-08-28,130,Customer
2016-08-29,71,Customer
2016-08-30,72,Customer
2016-08-31,64,Customer
2013-08-29,461,Subscriber
2013-08-30,308,Subscriber
2013-08-31,160,Subscriber
2013-09-01,122,Subscriber
2013-09-02,162,Subscriber
2013-09-03,312,Subscriber
2013-09-04,370,Subscriber
2013-09-05,399,Subscriber
2013-09-06,461,Subscriber
2013-09-07,242,Subscriber
2013-09-08,199,Subscriber
2013-09-09,502,Subscriber
2013-09-10,628,Subscriber
2013-09-11,623,Subscriber
2013-09-12,677,Subscriber
2013-09-13,676,Subscriber
2013-09-14,261,Subscriber
2013-09-15,236,Subscriber
2013-09-16,676,Subscriber
2013-09-17,779,Subscriber
2013-09-18,841,Subscriber
2013-09-19,793,Subscriber
2013-09-20,791,Subscriber
2013-09-21,203,Subscriber
2013-09-22,224,Subscriber
2013-09-23,812,Subscriber
2013-09-24,836,Subscriber
2013-09-25,891,Subscriber
2013-09-26,849,Subscriber
2013-09-27,840,Subscriber
2013-09-28,263,Subscriber
2013-09-29,250,Subscriber
2013-09-30,849,Subscriber
2013-10-01,909,Subscriber
2013-10-02,877,Subscriber
2013-10-03,885,Subscriber
2013-10-04,844,Subscriber
2013-10-05,311,Subscriber
2013-10-06,251,Subscriber
2013-10-07,818,Subscriber
2013-10-08,881,Subscriber
2013-10-09,919,Subscriber
2013-10-10,895,Subscriber
2013-10-11,833,Subscriber
2013-10-12,319,Subscriber
2013-10-13,263,Subscriber
2013-10-14,830,Subscriber
2013-10-15,941,Subscriber
2013-10-16,979,Subscriber
2013-10-17,1001,Subscriber
2013-10-18,852,Subscriber
2013-10-19,285,Subscriber
2013-10-20,213,Subscriber
2013-10-21,869,Subscriber
2013-10-22,917,Subscriber
2013-10-23,934,Subscriber
2013-10-24,945,Subscriber
2013-10-25,917,Subscriber
2013-10-26,271,Subscriber
2013-10-27,188,Subscriber
2013-10-28,898,Subscriber
2013-10-29,924,Subscriber
2013-10-30,1017,Subscriber
2013-10-31,993,Subscriber
2013-11-01,953,Subscriber
2013-11-02,265,Subscriber
2013-11-03,210,Subscriber
2013-11-04,1014,Subscriber
2013-11-05,1008,Subscriber
2013-11-06,952,Subscriber
2013-11-07,1036,Subscriber
2013-11-08,960,Subscriber
2013-11-09,309,Subscriber
2013-11-10,227,Subscriber
2013-11-11,845,Subscriber
2013-11-12,1042,Subscriber
2013-11-13,936,Subscriber
2013-11-14,1036,Subscriber
2013-11-15,958,Subscriber
2013-11-16,277,Subscriber
2013-11-17,229,Subscriber
2013-11-18,930,Subscriber
2013-11-19,693,Subscriber
2013-11-20,591,Subscriber
2013-11-21,1003,Subscriber
2013-11-22,882,Subscriber
2013-11-23,243,Subscriber
2013-11-24,189,Subscriber
2013-11-25,922,Subscriber
2013-11-26,901,Subscriber
2013-11-27,654,Subscriber
2013-11-28,108,Subscriber
2013-11-29,192,Subscriber
2013-11-30,165,Subscriber
2013-12-01,212,Subscriber
2013-12-02,853,Subscriber
2013-12-03,887,Subscriber
2013-12-04,941,Subscriber
2013-12-05,861,Subscriber
2013-12-06,658,Subscriber
2013-12-07,192,Subscriber
2013-12-08,201,Subscriber
2013-12-09,779,Subscriber
2013-12-10,816,Subscriber
2013-12-11,833,Subscriber
2013-12-12,881,Subscriber
2013-12-13,825,Subscriber
2013-12-14,265,Subscriber
2013-12-15,204,Subscriber
2013-12-16,840,Subscriber
2013-12-17,902,Subscriber
2013-12-18,871,Subscriber
2013-12-19,835,Subscriber
2013-12-20,759,Subscriber
2013-12-21,234,Subscriber
2013-12-22,164,Subscriber
2013-12-23,541,Subscriber
2013-12-24,235,Subscriber
2013-12-25,84,Subscriber
2013-12-26,320,Subscriber
2013-12-27,316,Subscriber
2013-12-28,179,Subscriber
2013-12-29,144,Subscriber
2013-12-30,479,Subscriber
2013-12-31,348,Subscriber
2014-01-01,124,Subscriber
2014-01-02,638,Subscriber
2014-01-03,651,Subscriber
2014-01-04,226,Subscriber
2014-01-05,191,Subscriber
2014-01-06,840,Subscriber
2014-01-07,914,Subscriber
2014-01-08,891,Subscriber
2014-01-09,868,Subscriber
2014-01-10,873,Subscriber
2014-01-11,162,Subscriber
2014-01-12,167,Subscriber
2014-01-13,939,Subscriber
2014-01-14,944,Subscriber
2014-01-15,998,Subscriber
2014-01-16,1004,Subscriber
2014-01-17,887,Subscriber
2014-01-18,222,Subscriber
2014-01-19,176,Subscriber
2014-01-20,465,Subscriber
2014-01-21,951,Subscriber
2014-01-22,991,Subscriber
2014-01-23,973,Subscriber
2014-01-24,940,Subscriber
2014-01-25,255,Subscriber
2014-01-26,228,Subscriber
2014-01-27,953,Subscriber
2014-01-28,965,Subscriber
2014-01-29,907,Subscriber
2014-01-30,905,Subscriber
2014-01-31,770,Subscriber
2014-02-01,225,Subscriber
2014-02-02,67,Subscriber
2014-02-03,888,Subscriber
2014-02-04,929,Subscriber
2014-02-05,813,Subscriber
2014-02-06,454,Subscriber
2014-02-07,441,Subscriber
2014-02-08,72,Subscriber
2014-02-09,68,Subscriber
2014-02-10,739,Subscriber
2014-02-11,895,Subscriber
2014-02-12,929,Subscriber
2014-02-13,861,Subscriber
2014-02-14,845,Subscriber
2014-02-15,223,Subscriber
2014-02-16,220,Subscriber
2014-02-17,302,Subscriber
2014-02-18,900,Subscriber
2014-02-19,913,Subscriber
2014-02-20,904,Subscriber
2014-02-21,837,Subscriber
2014-02-22,244,Subscriber
2014-02-23,160,Subscriber
2014-02-24,960,Subscriber
2014-02-25,1004,Subscriber
2014-02-26,369,Subscriber
2014-02-27,809,Subscriber
2014-02-28,494,Subscriber
2014-03-01,193,Subscriber
2014-03-02,141,Subscriber
2014-03-03,706,Subscriber
2014-03-04,896,Subscriber
2014-03-05,904,Subscriber
2014-03-06,931,Subscriber
2014-03-07,898,Subscriber
2014-03-08,281,Subscriber
2014-03-09,257,Subscriber
2014-03-10,875,Subscriber
2014-03-11,997,Subscriber
2014-03-12,970,Subscriber
2014-03-13,988,Subscriber
2014-03-14,874,Subscriber
2014-03-15,222,Subscriber
2014-03-16,190,Subscriber
2014-03-17,887,Subscriber
2014-03-18,1022,Subscriber
2014-03-19,993,Subscriber
2014-03-20,983,Subscriber
2014-03-21,865,Subscriber
2014-03-22,186,Subscriber
2014-03-23,182,Subscriber
2014-03-24,883,Subscriber
2014-03-25,866,Subscriber
2014-03-26,652,Subscriber
2014-03-27,954,Subscriber
2014-03-28,846,Subscriber
2014-03-29,91,Subscriber
2014-03-30,190,Subscriber
2014-03-31,661,Subscriber
2014-04-01,492,Subscriber
2014-04-02,941,Subscriber
2014-04-03,907,Subscriber
2014-04-04,743,Subscriber
2014-04-05,226,Subscriber
2014-04-06,164,Subscriber
2014-04-07,1011,Subscriber
2014-04-08,1103,Subscriber
2014-04-09,1001,Subscriber
2014-04-10,952,Subscriber
2014-04-11,840,Subscriber
2014-04-12,226,Subscriber
2014-04-13,203,Subscriber
2014-04-14,943,Subscriber
2014-04-15,1040,Subscriber
2014-04-16,1069,Subscriber
2014-04-17,999,Subscriber
2014-04-18,817,Subscriber
2014-04-19,207,Subscriber
2014-04-20,161,Subscriber
2014-04-21,970,Subscriber
2014-04-22,991,Subscriber
2014-04-23,993,Subscriber
2014-04-24,938,Subscriber
2014-04-25,555,Subscriber
2014-04-26,215,Subscriber
2014-04-27,175,Subscriber
2014-04-28,1066,Subscriber
2014-04-29,1093,Subscriber
2014-04-30,1097,Subscriber
2014-05-01,1062,Subscriber
2014-05-02,934,Subscriber
2014-05-03,186,Subscriber
2014-05-04,217,Subscriber
2014-05-05,1015,Subscriber
2014-05-06,1037,Subscriber
2014-05-07,1061,Subscriber
2014-05-08,950,Subscriber
2014-05-09,911,Subscriber
2014-05-10,214,Subscriber
2014-05-11,151,Subscriber
2014-05-12,1066,Subscriber
2014-05-13,1120,Subscriber
2014-05-14,1049,Subscriber
2014-05-15,1066,Subscriber
2014-05-16,931,Subscriber
2014-05-17,251,Subscriber
2014-05-18,204,Subscriber
2014-05-19,942,Subscriber
2014-05-20,1014,Subscriber
2014-05-21,992,Subscriber
2014-05-22,1074,Subscriber
2014-05-23,923,Subscriber
2014-05-24,189,Subscriber
2014-05-25,214,Subscriber
2014-05-26,178,Subscriber
2014-05-27,1076,Subscriber
2014-05-28,1097,Subscriber
2014-05-29,1076,Subscriber
2014-05-30,948,Subscriber
2014-05-31,229,Subscriber
2014-06-01,189,Subscriber
2014-06-02,1161,Subscriber
2014-06-03,1173,Subscriber
2014-06-04,1113,Subscriber
2014-06-05,1095,Subscriber
2014-06-06,979,Subscriber
2014-06-07,237,Subscriber
2014-06-08,226,Subscriber
2014-06-09,1166,Subscriber
2014-06-10,1110,Subscriber
2014-06-11,1167,Subscriber
2014-06-12,1061,Subscriber
2014-06-13,1046,Subscriber
2014-06-14,239,Subscriber
2014-06-15,176,Subscriber
2014-06-16,1154,Subscriber
2014-06-17,1120,Subscriber
2014-06-18,1099,Subscriber
2014-06-19,1114,Subscriber
2014-06-20,1014,Subscriber
2014-06-21,195,Subscriber
2014-06-22,242,Subscriber
2014-06-23,1090,Subscriber
2014-06-24,1196,Subscriber
2014-06-25,1118,Subscriber
2014-06-26,1132,Subscriber
2014-06-27,984,Subscriber
2014-06-28,261,Subscriber
2014-06-29,188,Subscriber
2014-06-30,1105,Subscriber
2014-07-01,1112,Subscriber
2014-07-02,1104,Subscriber
2014-07-03,834,Subscriber
2014-07-04,131,Subscriber
2014-07-05,158,Subscriber
2014-07-06,181,Subscriber
2014-07-07,1106,Subscriber
2014-07-08,1116,Subscriber
2014-07-09,1217,Subscriber
2014-07-10,1118,Subscriber
2014-07-11,938,Subscriber
2014-07-12,196,Subscriber
2014-07-13,182,Subscriber
2014-07-14,1112,Subscriber
2014-07-15,1163,Subscriber
2014-07-16,1219,Subscriber
2014-07-17,1177,Subscriber
2014-07-18,1000,Subscriber
2014-07-19,186,Subscriber
2014-07-20,168,Subscriber
2014-07-21,1103,Subscriber
2014-07-22,1193,Subscriber
2014-07-23,1203,Subscriber
2014-07-24,1166,Subscriber
2014-07-25,1028,Subscriber
2014-07-26,237,Subscriber
2014-07-27,230,Subscriber
2014-07-28,1163,Subscriber
2014-07-29,1198,Subscriber
2014-07-30,1139,Subscriber
2014-07-31,1049,Subscriber
2014-08-01,988,Subscriber
2014-08-02,229,Subscriber
2014-08-03,193,Subscriber
2014-08-04,1071,Subscriber
2014-08-05,1169,Subscriber
2014-08-06,1107,Subscriber
2014-08-07,1101,Subscriber
2014-08-08,957,Subscriber
2014-08-09,197,Subscriber
2014-08-10,156,Subscriber
2014-08-11,1085,Subscriber
2014-08-12,1189,Subscriber
2014-08-13,1093,Subscriber
2014-08-14,1079,Subscriber
2014-08-15,986,Subscriber
2014-08-16,162,Subscriber
2014-08-17,188,Subscriber
2014-08-18,1144,Subscriber
2014-08-19,1159,Subscriber
2014-08-20,1184,Subscriber
2014-08-21,1233,Subscriber
2014-08-22,1067,Subscriber
2014-08-23,233,Subscriber
2014-08-24,165,Subscriber
2014-08-25,1213,Subscriber
2014-08-26,1299,Subscriber
2014-08-27,1297,Subscriber
2014-08-28,1214,Subscriber
2014-08-29,1035,Subscriber
2014-08-30,180,Subscriber
2014-08-31,133,Subscriber
2014-09-01,161,Subscriber
2014-09-02,1224,Subscriber
2014-09-03,1314,Subscriber
2014-09-04,1281,Subscriber
2014-09-05,1157,Subscriber
2014-09-06,217,Subscriber
2014-09-07,162,Subscriber
2014-09-08,1193,Subscriber
2014-09-09,1249,Subscriber
2014-09-10,1225,Subscriber
2014-09-11,1227,Subscriber
2014-09-12,1139,Subscriber
2014-09-13,230,Subscriber
2014-09-14,194,Subscriber
2014-09-15,1361,Subscriber
2014-09-16,1332,Subscriber
2014-09-17,1294,Subscriber
2014-09-18,1106,Subscriber
2014-09-19,1126,Subscriber
2014-09-20,253,Subscriber
2014-09-21,193,Subscriber
2014-09-22,1218,Subscriber
2014-09-23,1271,Subscriber
2014-09-24,1223,Subscriber
2014-09-25,1068,Subscriber
2014-09-26,1128,Subscriber
2014-09-27,232,Subscriber
2014-09-28,199,Subscriber
2014-09-29,1262,Subscriber
2014-09-30,1217,Subscriber
2014-10-01,1278,Subscriber
2014-10-02,1299,Subscriber
2014-10-03,1077,Subscriber
2014-10-04,209,Subscriber
2014-10-05,151,Subscriber
2014-10-06,1091,Subscriber
2014-10-07,1186,Subscriber
2014-10-08,1308,Subscriber
2014-10-09,1221,Subscriber
2014-10-10,1132,Subscriber
2014-10-11,277,Subscriber
2014-10-12,228,Subscriber
2014-10-13,1161,Subscriber
2014-10-14,1355,Subscriber
2014-10-15,1247,Subscriber
2014-10-16,1336,Subscriber
2014-10-17,1110,Subscriber
2014-10-18,243,Subscriber
2014-10-19,194,Subscriber
2014-10-20,1179,Subscriber
2014-10-21,1327,Subscriber
2014-10-22,1241,Subscriber
2014-10-23,1260,Subscriber
2014-10-24,1237,Subscriber
2014-10-25,238,Subscriber
2014-10-26,231,Subscriber
2014-10-27,1301,Subscriber
2014-10-28,1289,Subscriber
2014-10-29,1351,Subscriber
2014-10-30,1324,Subscriber
2014-10-31,752,Subscriber
2014-11-01,256,Subscriber
2014-11-02,226,Subscriber
2014-11-03,1261,Subscriber
2014-11-04,1259,Subscriber
2014-11-05,1287,Subscriber
2014-11-06,1288,Subscriber
2014-11-07,1169,Subscriber
2014-11-08,230,Subscriber
2014-11-09,207,Subscriber
2014-11-10,1224,Subscriber
2014-11-11,1130,Subscriber
2014-11-12,1290,Subscriber
2014-11-13,1031,Subscriber
2014-11-14,1114,Subscriber
2014-11-15,210,Subscriber
2014-11-16,162,Subscriber
2014-11-17,1251,Subscriber
2014-11-18,1260,Subscriber
2014-11-19,875,Subscriber
2014-11-20,867,Subscriber
2014-11-21,1145,Subscriber
2014-11-22,233,Subscriber
2014-11-23,167,Subscriber
2014-11-24,1192,Subscriber
2014-11-25,1076,Subscriber
2014-11-26,710,Subscriber
2014-11-27,64,Subscriber
2014-11-28,191,Subscriber
2014-11-29,157,Subscriber
2014-11-30,91,Subscriber
2014-12-01,1125,Subscriber
2014-12-02,481,Subscriber
2014-12-03,776,Subscriber
2014-12-04,1061,Subscriber
2014-12-05,917,Subscriber
2014-12-06,295,Subscriber
2014-12-07,192,Subscriber
2014-12-08,1270,Subscriber
2014-12-09,1235,Subscriber
2014-12-10,1225,Subscriber
2014-12-11,102,Subscriber
2014-12-12,591,Subscriber
2014-12-13,248,Subscriber
2014-12-14,187,Subscriber
2014-12-15,618,Subscriber
2014-12-16,725,Subscriber
2014-12-17,777,Subscriber
2014-12-18,1070,Subscriber
2014-12-19,518,Subscriber
2014-12-20,209,Subscriber
2014-12-21,133,Subscriber
2014-12-22,905,Subscriber
2014-12-23,687,Subscriber
2014-12-24,251,Subscriber
2014-12-25,45,Subscriber
2014-12-26,207,Subscriber
2014-12-27,113,Subscriber
2014-12-28,104,Subscriber
2014-12-29,550,Subscriber
2014-12-30,456,Subscriber
2014-12-31,313,Subscriber
2015-01-01,70,Subscriber
2015-01-02,306,Subscriber
2015-01-03,160,Subscriber
2015-01-04,125,Subscriber
2015-01-05,1111,Subscriber
2015-01-06,1175,Subscriber
2015-01-07,1245,Subscriber
2015-01-08,1214,Subscriber
2015-01-09,1110,Subscriber
2015-01-10,233,Subscriber
2015-01-11,183,Subscriber
2015-01-12,1263,Subscriber
2015-01-13,1299,Subscriber
2015-01-14,1210,Subscriber
2015-01-15,1162,Subscriber
2015-01-16,991,Subscriber
2015-01-17,193,Subscriber
2015-01-18,150,Subscriber
2015-01-19,539,Subscriber
2015-01-20,1175,Subscriber
2015-01-21,1241,Subscriber
2015-01-22,1160,Subscriber
2015-01-23,1074,Subscriber
2015-01-24,248,Subscriber
2015-01-25,146,Subscriber
2015-01-26,1187,Subscriber
2015-01-27,1201,Subscriber
2015-01-28,1277,Subscriber
2015-01-29,1241,Subscriber
2015-01-30,1127,Subscriber
2015-01-31,252,Subscriber
2015-02-01,164,Subscriber
2015-02-02,1262,Subscriber
2015-02-03,1288,Subscriber
2015-02-04,1275,Subscriber
2015-02-05,1204,Subscriber
2015-02-06,593,Subscriber
2015-02-07,242,Subscriber
2015-02-08,92,Subscriber
2015-02-09,1196,Subscriber
2015-02-10,1308,Subscriber
2015-02-11,1269,Subscriber
2015-02-12,1238,Subscriber
2015-02-13,1146,Subscriber
2015-02-14,216,Subscriber
2015-02-15,147,Subscriber
2015-02-16,400,Subscriber
2015-02-17,1204,Subscriber
2015-02-18,1169,Subscriber
2015-02-19,1097,Subscriber
2015-02-20,979,Subscriber
2015-02-21,203,Subscriber
2015-02-22,147,Subscriber
2015-02-23,1178,Subscriber
2015-02-24,1114,Subscriber
2015-02-25,1141,Subscriber
2015-02-26,1185,Subscriber
2015-02-27,1032,Subscriber
2015-02-28,199,Subscriber
2015-03-01,194,Subscriber
2015-03-02,1134,Subscriber
2015-03-03,1201,Subscriber
2015-03-04,1177,Subscriber
2015-03-05,1162,Subscriber
2015-03-06,1125,Subscriber
2015-03-07,234,Subscriber
2015-03-08,219,Subscriber
2015-03-09,967,Subscriber
2015-03-10,1103,Subscriber
2015-03-11,1156,Subscriber
2015-03-12,1239,Subscriber
2015-03-13,1080,Subscriber
2015-03-14,232,Subscriber
2015-03-15,191,Subscriber
2015-03-16,1190,Subscriber
2015-03-17,1271,Subscriber
2015-03-18,1224,Subscriber
2015-03-19,1265,Subscriber
2015-03-20,1100,Subscriber
2015-03-21,190,Subscriber
2015-03-22,160,Subscriber
2015-03-23,1154,Subscriber
2015-03-24,1220,Subscriber
2015-03-25,1270,Subscriber
2015-03-26,1215,Subscriber
2015-03-27,1085,Subscriber
2015-03-28,213,Subscriber
2015-03-29,205,Subscriber
2015-03-30,1299,Subscriber
2015-03-31,1277,Subscriber
2015-04-01,1304,Subscriber
2015-04-02,1290,Subscriber
2015-04-03,1047,Subscriber
2015-04-04,213,Subscriber
2015-04-05,131,Subscriber
2015-04-06,1206,Subscriber
2015-04-07,1024,Subscriber
2015-04-08,1261,Subscriber
2015-04-09,1206,Subscriber
2015-04-10,1116,Subscriber
2015-04-11,253,Subscriber
2015-04-12,174,Subscriber
2015-04-13,1278,Subscriber
2015-04-14,1236,Subscriber
2015-04-15,1258,Subscriber
2015-04-16,1209,Subscriber
2015-04-17,1124,Subscriber
2015-04-18,216,Subscriber
2015-04-19,193,Subscriber
2015-04-20,1236,Subscriber
2015-04-21,1262,Subscriber
2015-04-22,1260,Subscriber
2015-04-23,1267,Subscriber
2015-04-24,1081,Subscriber
2015-04-25,210,Subscriber
2015-04-26,151,Subscriber
2015-04-27,1144,Subscriber
2015-04-28,1291,Subscriber
2015-04-29,1201,Subscriber
2015-04-30,1196,Subscriber
2015-05-01,1130,Subscriber
2015-05-02,206,Subscriber
2015-05-03,155,Subscriber
2015-05-04,1227,Subscriber
2015-05-05,1278,Subscriber
2015-05-06,1267,Subscriber
2015-05-07,1265,Subscriber
2015-05-08,1106,Subscriber
2015-05-09,195,Subscriber
2015-05-10,134,Subscriber
2015-05-11,1220,Subscriber
2015-05-12,1217,Subscriber
2015-05-13,1210,Subscriber
2015-05-14,1201,Subscriber
2015-05-15,1043,Subscriber
2015-05-16,193,Subscriber
2015-05-17,164,Subscriber
2015-05-18,1207,Subscriber
2015-05-19,1297,Subscriber
2015-05-20,1173,Subscriber
2015-05-21,1253,Subscriber
2015-05-22,987,Subscriber
2015-05-23,178,Subscriber
2015-05-24,115,Subscriber
2015-05-25,187,Subscriber
2015-05-26,1126,Subscriber
2015-05-27,1178,Subscriber
2015-05-28,1216,Subscriber
2015-05-29,1082,Subscriber
2015-05-30,214,Subscriber
2015-05-31,121,Subscriber
2015-06-01,1138,Subscriber
2015-06-02,1278,Subscriber
2015-06-03,1254,Subscriber
2015-06-04,1296,Subscriber
2015-06-05,1133,Subscriber
2015-06-06,161,Subscriber
2015-06-07,143,Subscriber
2015-06-08,1188,Subscriber
2015-06-09,1281,Subscriber
2015-06-10,889,Subscriber
2015-06-11,1298,Subscriber
2015-06-12,1104,Subscriber
2015-06-13,244,Subscriber
2015-06-14,144,Subscriber
2015-06-15,1244,Subscriber
2015-06-16,1316,Subscriber
2015-06-17,1232,Subscriber
2015-06-18,1268,Subscriber
2015-06-19,1070,Subscriber
2015-06-20,224,Subscriber
2015-06-21,164,Subscriber
2015-06-22,1226,Subscriber
2015-06-23,1288,Subscriber
2015-06-24,1266,Subscriber
2015-06-25,1244,Subscriber
2015-06-26,1110,Subscriber
2015-06-27,197,Subscriber
2015-06-28,186,Subscriber
2015-06-29,1091,Subscriber
2015-06-30,1191,Subscriber
2015-07-01,1134,Subscriber
2015-07-02,928,Subscriber
2015-07-03,229,Subscriber
2015-07-04,95,Subscriber
2015-07-05,106,Subscriber
2015-07-06,1095,Subscriber
2015-07-07,1232,Subscriber
2015-07-08,1268,Subscriber
2015-07-09,1191,Subscriber
2015-07-10,1082,Subscriber
2015-07-11,234,Subscriber
2015-07-12,166,Subscriber
2015-07-13,1232,Subscriber
2015-07-14,1278,Subscriber
2015-07-15,1260,Subscriber
2015-07-16,1230,Subscriber
2015-07-17,1110,Subscriber
2015-07-18,189,Subscriber
2015-07-19,198,Subscriber
2015-07-20,1255,Subscriber
2015-07-21,1249,Subscriber
2015-07-22,1201,Subscriber
2015-07-23,1200,Subscriber
2015-07-24,1068,Subscriber
2015-07-25,159,Subscriber
2015-07-26,173,Subscriber
2015-07-27,1255,Subscriber
2015-07-28,1269,Subscriber
2015-07-29,1257,Subscriber
2015-07-30,1228,Subscriber
2015-07-31,1081,Subscriber
2015-08-01,176,Subscriber
2015-08-02,162,Subscriber
2015-08-03,1175,Subscriber
2015-08-04,1215,Subscriber
2015-08-05,1190,Subscriber
2015-08-06,1163,Subscriber
2015-08-07,1025,Subscriber
2015-08-08,185,Subscriber
2015-08-09,239,Subscriber
2015-08-10,1189,Subscriber
2015-08-11,1258,Subscriber
2015-08-12,1265,Subscriber
2015-08-13,1205,Subscriber
2015-08-14,1025,Subscriber
2015-08-15,199,Subscriber
2015-08-16,152,Subscriber
2015-08-17,1305,Subscriber
2015-08-18,1319,Subscriber
2015-08-19,1270,Subscriber
2015-08-20,1228,Subscriber
2015-08-21,1101,Subscriber
2015-08-22,164,Subscriber
2015-08-23,163,Subscriber
2015-08-24,1240,Subscriber
2015-08-25,1314,Subscriber
2015-08-26,1342,Subscriber
2015-08-27,1307,Subscriber
2015-08-28,1102,Subscriber
2015-08-29,191,Subscriber
2015-08-30,157,Subscriber
2015-08-31,1282,Subscriber
2015-09-01,1306,Subscriber
2015-09-02,1221,Subscriber
2015-09-03,1199,Subscriber
2015-09-04,1036,Subscriber
2015-09-05,180,Subscriber
2015-09-06,125,Subscriber
2015-09-07,169,Subscriber
2015-09-08,1233,Subscriber
2015-09-09,1335,Subscriber
2015-09-10,1275,Subscriber
2015-09-11,1057,Subscriber
2015-09-12,190,Subscriber
2015-09-13,174,Subscriber
2015-09-14,1111,Subscriber
2015-09-15,1314,Subscriber
2015-09-16,1155,Subscriber
2015-09-17,1204,Subscriber
2015-09-18,1104,Subscriber
2015-09-19,209,Subscriber
2015-09-20,163,Subscriber
2015-09-21,1247,Subscriber
2015-09-22,1290,Subscriber
2015-09-23,1152,Subscriber
2015-09-24,1213,Subscriber
2015-09-25,1129,Subscriber
2015-09-26,158,Subscriber
2015-09-27,154,Subscriber
2015-09-28,1197,Subscriber
2015-09-29,1325,Subscriber
2015-09-30,1163,Subscriber
2015-10-01,1164,Subscriber
2015-10-02,1064,Subscriber
2015-10-03,169,Subscriber
2015-10-04,164,Subscriber
2015-10-05,1210,Subscriber
2015-10-06,1235,Subscriber
2015-10-07,1221,Subscriber
2015-10-08,1190,Subscriber
2015-10-09,1058,Subscriber
2015-10-10,193,Subscriber
2015-10-11,220,Subscriber
2015-10-12,1050,Subscriber
2015-10-13,1299,Subscriber
2015-10-14,1279,Subscriber
2015-10-15,1193,Subscriber
2015-10-16,1039,Subscriber
2015-10-17,161,Subscriber
2015-10-18,144,Subscriber
2015-10-19,1179,Subscriber
2015-10-20,1300,Subscriber
2015-10-21,1234,Subscriber
2015-10-22,1212,Subscriber
2015-10-23,1093,Subscriber
2015-10-24,230,Subscriber
2015-10-25,165,Subscriber
2015-10-26,1198,Subscriber
2015-10-27,1198,Subscriber
2015-10-28,1164,Subscriber
2015-10-29,1242,Subscriber
2015-10-30,1073,Subscriber
2015-10-31,187,Subscriber
2015-11-01,154,Subscriber
2015-11-02,816,Subscriber
2015-11-03,1204,Subscriber
2015-11-04,1143,Subscriber
2015-11-05,1196,Subscriber
2015-11-06,1025,Subscriber
2015-11-07,222,Subscriber
2015-11-08,134,Subscriber
2015-11-09,764,Subscriber
2015-11-10,1188,Subscriber
2015-11-11,1060,Subscriber
2015-11-12,1182,Subscriber
2015-11-13,1080,Subscriber
2015-11-14,188,Subscriber
2015-11-15,138,Subscriber
2015-11-16,1163,Subscriber
2015-11-17,1162,Subscriber
2015-11-18,1203,Subscriber
2015-11-19,1102,Subscriber
2015-11-20,1022,Subscriber
2015-11-21,170,Subscriber
2015-11-22,147,Subscriber
2015-11-23,1017,Subscriber
2015-11-24,870,Subscriber
2015-11-25,635,Subscriber
2015-11-26,61,Subscriber
2015-11-27,115,Subscriber
2015-11-28,128,Subscriber
2015-11-29,123,Subscriber
2015-11-30,955,Subscriber
2015-12-01,1089,Subscriber
2015-12-02,1059,Subscriber
2015-12-03,883,Subscriber
2015-12-04,950,Subscriber
2015-12-05,153,Subscriber
2015-12-06,90,Subscriber
2015-12-07,999,Subscriber
2015-12-08,1083,Subscriber
2015-12-09,999,Subscriber
2015-12-10,868,Subscriber
2015-12-11,835,Subscriber
2015-12-12,175,Subscriber
2015-12-13,57,Subscriber
2015-12-14,969,Subscriber
2015-12-15,1009,Subscriber
2015-12-16,993,Subscriber
2015-12-17,944,Subscriber
2015-12-18,782,Subscriber
2015-12-19,138,Subscriber
2015-12-20,37,Subscriber
2015-12-21,333,Subscriber
2015-12-22,513,Subscriber
2015-12-23,513,Subscriber
2015-12-24,107,Subscriber
2015-12-25,45,Subscriber
2015-12-26,66,Subscriber
2015-12-27,58,Subscriber
2015-12-28,432,Subscriber
2015-12-29,451,Subscriber
2015-12-30,285,Subscriber
2015-12-31,205,Subscriber
2016-01-01,44,Subscriber
2016-01-02,101,Subscriber
2016-01-03,71,Subscriber
2016-01-04,707,Subscriber
2016-01-05,613,Subscriber
2016-01-06,549,Subscriber
2016-01-07,933,Subscriber
2016-01-08,863,Subscriber
2016-01-09,105,Subscriber
2016-01-10,78,Subscriber
2016-01-11,1009,Subscriber
2016-01-12,1028,Subscriber
2016-01-13,980,Subscriber
2016-01-14,809,Subscriber
2016-01-15,885,Subscriber
2016-01-16,104,Subscriber
2016-01-17,70,Subscriber
2016-01-18,374,Subscriber
2016-01-19,556,Subscriber
2016-01-20,1062,Subscriber
2016-01-21,1064,Subscriber
2016-01-22,485,Subscriber
2016-01-23,165,Subscriber
2016-01-24,148,Subscriber
2016-01-25,1074,Subscriber
2016-01-26,1075,Subscriber
